date,subs,comedy,drama,show,gala,talkshow,gameshow,music
10/29/2022,8777,1,2,0,0,1,0,0
10/30/2022,7475,1,2,0,0,1,0,0
10/31/2022,6582,1,2,0,0,1,0,0
11/1/2022,8461,1,2,0,0,1,0,0
11/2/2022,8642,1,1,0,0,1,0,0
11/3/2022,8809,1,1,0,0,1,0,0
11/4/2022,9075,1,1,0,0,1,0,0
11/5/2022,9423,1,1,0,0,1,0,0
11/6/2022,10081,1,1,0,0,1,0,0
11/7/2022,7878,1,1,0,0,1,0,0
11/8/2022,9708,1,1,0,0,1,0,0
11/9/2022,8788,1,1,0,0,1,0,0
11/10/2022,9190,1,1,0,0,1,0,0
11/11/2022,9138,1,1,0,0,1,0,0
11/12/2022,9957,1,1,0,0,1,0,0
11/13/2022,9275,1,1,0,0,1,0,0
11/14/2022,8248,1,1,0,0,1,0,0
11/15/2022,9497,1,1,0,0,1,0,0
11/16/2022,9157,1,1,0,0,1,0,0
11/17/2022,8590,1,1,0,0,1,0,0
11/18/2022,8796,1,1,0,0,1,0,0
11/19/2022,9612,1,1,0,0,1,0,0
11/20/2022,11059,1,1,0,0,1,0,0
11/21/2022,9790,1,1,0,0,1,0,0
11/22/2022,10105,1,1,0,0,1,0,0
11/23/2022,9248,1,1,0,0,1,0,0
11/24/2022,9042,1,1,0,0,1,0,0
11/25/2022,9042,1,1,0,0,1,0,0
11/26/2022,8998,1,1,0,0,1,0,0
11/27/2022,8719,1,1,0,0,1,0,0
11/28/2022,8686,1,1,0,0,1,0,0
11/29/2022,8492,1,1,0,0,1,0,0
11/30/2022,9344,1,1,0,0,1,0,0
12/1/2022,9456,1,1,0,0,1,0,0
12/2/2022,9286,1,1,0,0,1,0,0
12/3/2022,9031,1,1,0,0,1,0,0
12/4/2022,9374,1,1,0,0,1,0,0
12/5/2022,8856,1,1,0,0,1,0,0
12/6/2022,9631,1,1,0,0,1,0,0
12/7/2022,9412,1,1,0,0,1,0,0
12/8/2022,9481,1,1,0,0,1,0,0
12/9/2022,9327,1,1,0,0,1,0,0
12/10/2022,9190,1,1,0,0,1,0,0
12/11/2022,9042,1,1,0,0,1,0,0
12/12/2022,8637,1,1,0,0,1,0,0
12/13/2022,9508,1,1,0,0,1,0,0
12/14/2022,9141,1,1,0,0,1,0,0
12/15/2022,9289,1,1,0,0,1,0,0
12/16/2022,9235.5,1,1,0,0,1,0,0
12/17/2022,9182,1,1,0,0,1,0,0
12/18/2022,9437,1,1,0,0,1,0,0
12/19/2022,9437,1,1,0,0,1,0,0
12/20/2022,9563,1,1,0,0,1,0,0
12/21/2022,9689,1,1,0,0,1,0,0
12/22/2022,9689,1,1,0,0,1,0,0
12/23/2022,8897,1,1,0,0,1,0,0
12/24/2022,8793,1,1,0,0,1,0,0
12/25/2022,9062,1,1,0,0,1,0,0
12/26/2022,9785,1,1,0,0,1,0,0
12/27/2022,9788,1,1,0,0,1,0,0
12/28/2022,10242,1,1,0,0,1,0,0
12/29/2022,9223,1,1,0,0,1,0,0
12/30/2022,8840,1,1,0,0,1,0,0
12/31/2022,8870,1,1,0,0,1,0,0
1/1/2023,8735,1,2,0,1,1,0,0
1/2/2023,9796,1,1,0,0,1,0,0
1/3/2023,9878,1,1,0,0,1,0,0
1/4/2023,10960,1,1,0,0,1,0,0
1/5/2023,10568,1,1,0,0,1,0,0
1/6/2023,10774,1,1,0,0,1,0,0
1/7/2023,10333,1,1,0,0,1,0,0
1/8/2023,10240,1,1,0,0,1,0,0
1/9/2023,9755,1,1,0,0,1,0,0
1/10/2023,10040,1,1,0,0,1,0,0
1/11/2023,10325,1,1,0,0,1,0,0
1/12/2023,9804,1,1,0,0,1,0,0
1/13/2023,9974,1,1,0,0,1,0,0
1/14/2023,11300,1,1,0,0,1,0,0
1/15/2023,11147,1,1,0,0,1,0,0
1/16/2023,10278,1,1,0,0,1,0,0
1/17/2023,10004,1,1,0,0,1,0,0
1/18/2023,9544,1,1,0,0,1,0,0
1/19/2023,9911,1,1,0,0,1,0,0
1/20/2023,9629,1,1,0,0,1,0,0
1/21/2023,10426,1,1,0,0,1,0,0
1/22/2023,11722,1,1,0,0,1,0,0
1/23/2023,10675,1,1,0,0,1,0,0
1/24/2023,10527,1,1,0,0,1,0,0
1/25/2023,10673,1,1,0,0,1,0,0
1/26/2023,11210,1,1,0,0,1,0,0
1/27/2023,11399,1,1,0,0,1,0,0
1/28/2023,12029,1,1,0,0,1,0,0
1/29/2023,11155,1,1,0,0,1,0,0
1/30/2023,10421,1,1,0,0,1,0,0
1/31/2023,10337,1,1,0,0,1,0,0
2/1/2023,10253,1,1,0,0,1,0,0
2/2/2023,10996,1,1,0,0,1,0,0
2/3/2023,11632,1,1,0,0,1,0,0
2/4/2023,15440,1,1,0,0,1,0,0
2/5/2023,13793,1,1,0,0,1,0,0
2/6/2023,13038.5,1,1,0,0,1,0,0
2/7/2023,12284,1,1,0,0,1,0,0
2/8/2023,12415,1,1,0,0,1,0,0
2/9/2023,11092,1,1,0,0,1,0,0
2/10/2023,11327,1,1,0,0,1,0,0
2/11/2023,13087,1,1,0,0,1,0,0
2/12/2023,12112.5,1,1,0,0,1,0,0
2/13/2023,11138,1,1,0,0,1,0,0
2/14/2023,11722,1,1,0,0,1,0,0
2/15/2023,,1,1,0,0,1,0,0
2/16/2023,,1,1,0,0,1,0,0
2/17/2023,,1,1,0,0,1,0,0
2/18/2023,,1,1,0,0,1,0,0
2/19/2023,,1,1,0,0,1,0,0
2/20/2023,,1,1,0,0,1,0,0
2/21/2023,,1,1,0,0,1,0,0
2/22/2023,,1,1,0,0,1,0,0
2/23/2023,,1,1,0,0,1,0,0
2/24/2023,,1,1,0,0,1,0,0
2/25/2023,,1,1,0,0,1,0,0
2/26/2023,,1,1,0,0,1,0,0
2/27/2023,,1,1,0,0,1,0,0
2/28/2023,,1,1,0,0,1,0,0
3/1/2023,,1,2,0,0,1,0,0
3/2/2023,,1,1,0,0,1,0,0
3/3/2023,,1,1,0,0,1,0,0
3/4/2023,,1,1,0,0,1,0,0
3/5/2023,,1,1,0,0,1,0,0
3/6/2023,,1,1,0,0,1,0,0
3/7/2023,,1,1,0,0,1,0,0
3/8/2023,,1,1,0,0,1,0,0
3/9/2023,,1,1,0,0,1,0,0
3/10/2023,,1,1,0,0,1,0,0
3/11/2023,,1,1,0,0,1,0,0
3/12/2023,,1,1,0,0,1,0,0
3/13/2023,,1,1,0,0,1,0,0
3/14/2023,,1,1,0,0,1,0,0
3/15/2023,,1,1,0,0,1,0,0
3/16/2023,,1,1,0,0,1,0,0
3/17/2023,,1,1,0,0,1,0,0
3/18/2023,,1,1,0,0,1,0,0
3/19/2023,,1,1,0,0,1,0,0
3/20/2023,,1,1,0,0,1,0,0
3/21/2023,,1,1,0,0,1,0,0
3/22/2023,,1,1,0,0,1,0,0
3/23/2023,,1,1,0,0,1,0,0
3/24/2023,,1,1,0,0,1,0,0
3/25/2023,,1,1,0,0,1,0,0
3/26/2023,,1,1,0,0,1,0,0
3/27/2023,,1,1,0,0,1,0,0
3/28/2023,,1,1,0,0,1,0,0
3/29/2023,,1,1,0,0,1,0,0
3/30/2023,,1,1,0,0,1,0,0
3/31/2023,,1,1,0,0,1,0,0
4/1/2023,,1,2,0,0,1,0,0
4/2/2023,,1,2,0,0,1,0,0
4/3/2023,,1,2,0,0,1,0,0
4/4/2023,,1,2,0,0,1,0,0
4/5/2023,,1,2,0,0,1,0,0
4/6/2023,,1,2,0,0,1,0,0
4/7/2023,,1,2,0,0,1,0,0
4/8/2023,,1,2,0,0,1,0,0
4/9/2023,,1,2,0,0,1,0,0
4/10/2023,,1,2,0,0,1,0,0
4/11/2023,,1,2,0,0,1,0,0
4/12/2023,,1,2,0,0,1,0,0
4/13/2023,,1,2,0,0,1,0,0
4/14/2023,,1,2,0,0,1,0,0
4/15/2023,,1,2,0,0,1,0,0
4/16/2023,,1,2,0,0,1,0,0
4/17/2023,,1,2,0,0,1,0,0
4/18/2023,,1,2,0,0,1,0,0
4/19/2023,,1,2,0,0,1,0,0
4/20/2023,,1,2,0,0,1,0,0
4/21/2023,,1,2,0,0,1,0,0
4/22/2023,,1,2,0,0,1,0,0
4/23/2023,,1,2,0,0,1,0,0
4/24/2023,,1,2,0,0,1,0,0
4/25/2023,,1,2,0,0,1,0,0
4/26/2023,,1,2,0,0,1,0,0
4/27/2023,,1,2,0,0,1,0,0
4/28/2023,,1,2,0,0,1,0,0
4/29/2023,,1,2,0,0,1,0,0
4/30/2023,,1,2,0,0,1,0,0
5/1/2023,,1,2,2,0,1,0,1
5/2/2023,,1,2,2,0,0,0,1
5/3/2023,,1,2,2,0,0,0,1
5/4/2023,,1,2,2,0,0,0,1
5/5/2023,,1,2,2,0,0,0,1
5/6/2023,,1,2,2,0,0,0,1
5/7/2023,,1,2,2,0,0,0,1
5/8/2023,,1,2,2,0,0,0,1
5/9/2023,,1,2,2,0,0,0,1
5/10/2023,,1,2,2,0,0,0,1
5/11/2023,,1,2,2,0,0,0,1
5/12/2023,,1,2,2,0,0,0,1
5/13/2023,,1,2,2,0,0,0,1
5/14/2023,,1,2,2,0,0,0,1
5/15/2023,,1,2,2,0,0,0,1
5/16/2023,,1,2,2,0,0,0,1
5/17/2023,,1,2,2,0,0,0,1
5/18/2023,,1,2,2,0,0,0,1
5/19/2023,,1,2,2,0,0,0,1
5/20/2023,,1,2,2,0,0,0,1
5/21/2023,,1,2,2,0,0,0,1
5/22/2023,,1,2,2,0,0,0,1
5/23/2023,,1,2,2,0,0,0,1
5/24/2023,,1,2,2,0,0,0,1
5/25/2023,,1,2,2,0,0,0,1
5/26/2023,,1,2,2,0,0,0,1
5/27/2023,,1,2,2,0,0,0,1
5/28/2023,,1,2,2,0,0,0,1
5/29/2023,,1,2,2,0,0,0,1
5/30/2023,,1,2,2,0,0,0,1
5/31/2023,,1,2,2,0,0,0,1
6/1/2023,,1,2,2,0,0,0,1
6/2/2023,,1,2,2,0,0,0,1
6/3/2023,,1,2,2,0,0,0,1
6/4/2023,,1,2,2,0,0,0,1
6/5/2023,,1,2,2,0,0,0,1
6/6/2023,,1,2,2,0,0,0,1
6/7/2023,,1,2,2,0,0,0,1
6/8/2023,,1,2,2,0,0,0,1
6/9/2023,,1,2,2,0,0,0,1
6/10/2023,,1,2,2,0,0,0,1
6/11/2023,,1,2,2,0,0,0,1
6/12/2023,,1,2,2,0,0,0,1
6/13/2023,,1,2,2,0,0,0,1
6/14/2023,,1,2,2,0,0,0,1
6/15/2023,,1,2,2,0,0,0,1
6/16/2023,,1,2,2,0,0,0,1
6/17/2023,,1,2,2,0,0,0,1
6/18/2023,,1,2,2,0,0,0,1
6/19/2023,,1,2,2,0,0,0,1
6/20/2023,,1,2,2,0,0,0,1
6/21/2023,,1,2,2,0,0,0,1
6/22/2023,,1,2,2,0,0,0,1
6/23/2023,,1,2,2,0,0,0,1
6/24/2023,,1,2,2,0,0,0,1
6/25/2023,,1,2,2,0,0,0,1
6/26/2023,,1,2,2,0,0,0,1
6/27/2023,,1,2,2,0,0,0,1
6/28/2023,,1,2,2,0,0,0,1
6/29/2023,,1,2,2,0,0,0,1
6/30/2023,,1,2,2,0,0,0,1
7/1/2023,,1,2,2,0,0,0,1
7/2/2023,,0,1,2,0,0,0,1
7/3/2023,,0,1,2,0,0,0,1
7/4/2023,,0,1,2,0,0,0,1
7/5/2023,,0,1,2,0,0,0,1
7/6/2023,,0,1,2,0,0,0,1
7/7/2023,,0,1,2,0,0,0,1
7/8/2023,,0,1,2,0,0,0,1
7/9/2023,,0,1,2,0,0,0,1
7/10/2023,,0,1,2,0,0,0,1
7/11/2023,,0,1,2,0,0,0,1
7/12/2023,,0,1,2,0,0,0,1
7/13/2023,,0,1,2,0,0,0,1
7/14/2023,,0,1,2,0,0,0,1
7/15/2023,,0,1,2,0,0,0,1
7/16/2023,,0,1,2,0,0,0,1
7/17/2023,,0,1,2,0,0,0,1
7/18/2023,,0,1,2,0,0,0,1
7/19/2023,,0,1,2,0,0,0,1
7/20/2023,,0,1,2,0,0,0,1
7/21/2023,,0,1,2,0,0,0,1
7/22/2023,,0,1,2,0,0,0,1
7/23/2023,,0,1,2,0,0,0,1
7/24/2023,,0,1,2,0,0,0,1
7/25/2023,,0,1,2,0,0,0,1
7/26/2023,,0,1,2,0,0,0,1
7/27/2023,,0,1,2,0,0,0,1
7/28/2023,,0,1,2,0,0,0,1
7/29/2023,,0,1,2,0,0,0,1
7/30/2023,,0,1,2,0,0,0,1
7/31/2023,,0,1,2,0,0,0,1
8/1/2023,,0,1,2,0,0,0,1
8/2/2023,,0,1,1,0,0,0,1
8/3/2023,,0,1,1,0,0,0,1
8/4/2023,,0,1,1,0,0,0,1
8/5/2023,,0,1,1,0,0,0,1
8/6/2023,,0,1,1,0,0,0,1
8/7/2023,,0,1,1,0,0,0,1
8/8/2023,,0,1,1,0,0,0,1
8/9/2023,,0,1,1,0,0,0,1
8/10/2023,,0,1,1,0,0,0,1
8/11/2023,,0,1,1,0,0,0,1
8/12/2023,,0,1,1,0,0,0,1
8/13/2023,,0,1,1,0,0,0,1
8/14/2023,,0,1,1,0,0,0,1
8/15/2023,,0,1,1,0,0,0,1
8/16/2023,,0,1,1,0,0,0,1
8/17/2023,,0,1,1,0,0,0,1
8/18/2023,,0,1,1,0,0,0,1
8/19/2023,,0,1,1,0,0,0,1
8/20/2023,,0,1,1,0,0,0,1
8/21/2023,,0,1,1,0,0,0,1
8/22/2023,,0,1,1,0,0,0,1
8/23/2023,,0,1,1,0,0,0,1
8/24/2023,,0,1,1,0,0,0,1
8/25/2023,,0,1,1,0,0,0,1
8/26/2023,,0,1,1,0,0,0,1
8/27/2023,,0,1,1,0,0,0,1
8/28/2023,,0,1,1,0,0,0,1
8/29/2023,,0,1,1,0,0,0,1
8/30/2023,,0,1,1,0,0,0,1
8/31/2023,,0,1,1,0,0,0,1
9/1/2023,,0,1,1,0,0,0,1
9/2/2023,,0,1,1,0,0,0,0
9/3/2023,,0,1,1,0,0,0,0
9/4/2023,,0,1,1,0,0,0,0
9/5/2023,,0,1,1,0,0,0,0
9/6/2023,,0,1,1,0,0,0,0
9/7/2023,,0,1,1,0,0,0,0
9/8/2023,,0,1,1,0,0,0,0
9/9/2023,,0,1,1,0,0,0,0
9/10/2023,,0,1,1,0,0,0,0
9/11/2023,,0,1,1,0,0,0,0
9/12/2023,,0,1,1,0,0,0,0
9/13/2023,,0,1,1,0,0,0,0
9/14/2023,,0,1,1,0,0,0,0
9/15/2023,,0,1,1,0,0,0,0
9/16/2023,,0,1,1,0,0,0,0
9/17/2023,,0,1,1,0,0,0,0
9/18/2023,,0,1,1,0,0,0,0
9/19/2023,,0,1,1,0,0,0,0
9/20/2023,,0,1,1,0,0,0,0
9/21/2023,,0,1,1,0,0,0,0
9/22/2023,,0,1,1,0,0,0,0
9/23/2023,,0,1,1,0,0,0,0
9/24/2023,,0,1,1,0,0,0,0
9/25/2023,,0,1,1,0,0,0,0
9/26/2023,,0,1,1,0,0,0,0
9/27/2023,,0,1,1,0,0,0,0
9/28/2023,,0,1,1,0,0,0,0
9/29/2023,,0,1,1,0,0,0,0
9/30/2023,,0,1,1,0,0,0,0
